Lot Area,Neighborhood,Building Type,House Style,Overall Quality,Overall Condition,Year Built,Year Remodeled/Added,Unfinished Basement (SF),Central Air,1st Floor (SF),2nd Floor (SF),Above Ground Living Area (SF),Bedrooms,Kitchen Quality,Total Rooms,Garage Type,Garage Cars,Garage Area,Wood Deck (SF),Open Porch (SF),Enclosed Porch,Screen Porch,Year Sold,Sale Price,Total Bathrooms,Remodeled Y/N,Total Finished Basement (SF),Finished Basement/Abv Ground Living Area
10320,IDOTRR,2fmCon,2Story,6,7,1915,1965,160,Y,754,649,1403,3,TA,7,Detchd,1,308,0,0,288,0,2009,116000,3,Y,538,1941
8400,NAmes,1Fam,1Story,6,3,1957,1957,628,Y,1478,0,1478,3,TA,6,Attchd,2,442,114,0,0,216,2009,156500,3,N,850,2328
12285,NAmes,1Fam,1Story,7,6,1960,1960,785,Y,1329,0,1329,3,TA,5,Attchd,2,441,0,0,203,0,2009,176000,2,N,544,1873
7800,Sawyer,1Fam,1Story,5,7,1967,2004,414,Y,899,0,899,3,Gd,5,Attchd,1,288,64,0,0,0,2009,130000,1,Y,450,1349
9600,NAmes,1Fam,1Story,6,6,1958,1988,0,Y,1632,0,1632,3,TA,6,Attchd,1,338,289,0,0,0,2009,139000,3,Y,1240,2872
9350,Edwards,1Fam,2Story,6,7,1946,1950,405,Y,892,747,1639,3,Gd,6,Detchd,1,240,0,50,0,0,2009,154400,2,Y,342,1981
8750,NAmes,1Fam,1Story,5,5,1956,1956,565,Y,1202,0,1202,3,TA,6,Attchd,1,304,0,35,120,0,2009,120000,2,N,637,1839
8750,NAmes,1Fam,1Story,5,5,1955,1955,727,Y,1382,0,1382,3,Gd,6,Attchd,1,350,280,0,0,0,2009,153000,2,N,655,2037
10400,NAmes,1Fam,1Story,4,5,1956,1956,295,Y,1200,0,1200,3,TA,6,Attchd,1,294,0,189,140,0,2009,144000,2,N,905,2105
19296,NAmes,1Fam,SLvl,6,5,1962,1962,0,Y,1382,0,1382,3,TA,6,Attchd,2,884,0,0,252,0,2009,176000,2,N,1362,2744
8532,NAmes,1Fam,1Story,5,6,1954,1990,84,Y,1297,0,1297,3,TA,5,Attchd,2,498,0,0,0,0,2009,153000,2,Y,1213,2510
9482,NAmes,Duplex,1Story,5,4,1958,1958,1866,Y,1866,0,1866,4,TA,8,Detchd,2,495,0,0,0,0,2009,135000,2,N,0,1866
14684,SawyerW,1Fam,1Story,7,7,1990,1991,1496,Y,2196,0,2196,3,Gd,7,Attchd,3,701,84,70,0,0,2009,271900,2,Y,662,2858
10634,NAmes,1Fam,1Story,5,6,1953,1953,0,Y,1319,0,1319,3,TA,5,Attchd,1,270,66,0,0,0,2009,123000,2,N,608,1927
13070,NAmes,1Fam,1Story,5,5,1951,1951,323,Y,1112,0,1112,2,TA,5,Basment,2,480,0,0,0,255,2009,126000,1,N,308,1420
10434,NAmes,1Fam,1Story,4,5,1955,1955,1005,Y,1005,0,1005,2,Fa,5,Detchd,2,672,0,0,0,0,2009,115000,1,N,0,1005
26400,SawyerW,1Fam,2Story,5,7,1880,2007,0,Y,1288,728,2016,4,TA,7,Attchd,2,576,0,0,0,0,2009,131000,1,Y,0,2016
8480,NAmes,1Fam,1Story,5,6,1945,1950,93,Y,793,0,793,2,Fa,4,Detchd,1,240,0,0,0,0,2009,113000,2,Y,700,1493
9757,CollgCr,1Fam,1Story,5,7,1994,1994,235,Y,990,0,990,3,TA,5,Attchd,1,440,66,0,0,92,2009,143000,2,N,755,1745
9533,NAmes,1Fam,1Story,5,5,1953,1953,0,Y,1210,0,1210,2,TA,7,Attchd,1,616,208,0,100,0,2009,102900,2,N,0,1210
10615,OldTown,2fmCon,2Story,3,5,1900,1970,538,Y,1014,685,1699,3,TA,7,CarPort,2,420,0,74,0,0,2009,95000,3,Y,440,2139
6950,CollgCr,1Fam,1Story,5,7,1979,1979,132,Y,914,0,914,2,TA,5,Attchd,2,444,0,0,0,0,2009,134900,2,N,782,1696
9600,NAmes,1Fam,1Story,5,6,1950,1950,810,Y,1200,0,1200,3,TA,6,Attchd,1,246,126,0,0,0,2009,129900,1,N,390,1590
8000,NAmes,1Fam,1Story,6,6,1948,2002,292,Y,972,0,972,2,TA,5,Detchd,1,240,0,0,0,0,2009,132000,2,Y,680,1652
5470,OldTown,1Fam,1Story,3,5,1958,1958,792,Y,792,0,792,2,TA,4,Attchd,1,366,0,90,0,0,2009,99900,1,N,0,792
8800,CollgCr,1Fam,1Story,5,7,1977,2008,364,Y,1040,0,1040,3,Gd,5,Detchd,2,484,0,0,0,288,2009,150500,2,Y,676,1716
9286,CollgCr,1Fam,1Story,5,7,1977,1989,1072,Y,1268,0,1268,3,Gd,5,Detchd,1,252,173,0,0,0,2009,143500,2,Y,196,1464
8445,CollgCr,1Fam,SFoyer,5,7,1972,2007,112,Y,768,0,768,2,TA,5,Detchd,2,396,58,0,0,0,2009,133000,2,Y,656,1424
9937,Edwards,1Fam,1Story,5,7,1964,1999,849,Y,1486,0,1486,3,TA,7,Detchd,2,480,0,0,0,0,2009,167000,2,Y,637,2123
9900,SWISU,1Fam,1.5Fin,6,7,1940,1950,778,Y,944,545,1489,3,TA,7,Detchd,1,240,335,0,0,0,2009,139500,2,Y,0,1489
10410,OldTown,1Fam,1.5Fin,4,5,1915,1950,1313,Y,1313,0,2377,3,Gd,8,Detchd,2,528,0,0,432,0,2009,142900,2,Y,0,2377
6292,SWISU,1Fam,1.5Fin,7,7,1928,1950,861,Y,877,600,1477,3,TA,6,Detchd,1,216,0,50,0,0,2009,145000,3,Y,0,1477
5400,OldTown,1Fam,1Story,2,5,1940,1950,416,N,599,0,599,2,Gd,4,0,0,0,0,81,0,0,2009,59000,2,Y,0,599
5400,OldTown,1Fam,1.5Fin,4,6,1920,1950,420,Y,840,534,1374,2,TA,6,Detchd,1,338,0,0,198,0,2009,105000,1,Y,420,1794
7500,Crawfor,1Fam,2Story,6,7,1942,1950,224,Y,753,741,1494,3,Gd,7,Attchd,1,213,0,0,0,224,2009,177500,1,Y,547,2041
10800,OldTown,1Fam,1Story,3,5,1890,1998,630,Y,725,0,725,1,TA,4,Detchd,1,320,0,30,0,0,2009,78500,2,Y,0,725
9671,NAmes,Duplex,2Story,6,5,1969,1969,1248,Y,1248,1296,2544,6,TA,12,Attchd,3,907,0,0,0,0,2009,190000,4,N,0,2544
9600,Crawfor,1Fam,1.5Fin,5,7,1940,1950,300,Y,976,332,1308,2,TA,7,Detchd,1,256,0,70,0,0,2009,160000,3,Y,428,1736
11500,NAmes,1Fam,1Story,6,4,1967,1967,108,Y,1040,0,1040,3,TA,6,Attchd,2,480,0,0,156,0,2009,163000,2,N,932,1972
11643,NAmes,Duplex,2Story,5,5,1969,1969,748,Y,1338,1296,2634,6,TA,12,Detchd,4,968,0,0,0,0,2009,200000,6,N,500,3134
13360,Crawfor,1Fam,1Story,5,7,1921,2006,163,Y,964,0,964,2,TA,5,Detchd,2,432,0,0,44,0,2009,163500,2,Y,713,1677
10454,NAmes,1Fam,1Story,6,6,1957,1957,559,Y,1105,0,1105,3,TA,5,Detchd,1,308,0,0,0,0,2009,135000,1,N,546,1651
12000,Crawfor,1Fam,2Story,7,7,1941,1950,429,Y,860,704,1564,3,Fa,7,Attchd,1,234,0,0,0,0,2009,174500,2,Y,275,1839
17600,NAmes,1Fam,1Story,6,5,1960,1960,208,Y,1478,0,1478,3,TA,6,Attchd,2,498,0,40,0,0,2009,157500,3,N,1270,2748
9000,NAmes,1Fam,1Story,6,6,1958,1958,160,Y,1142,0,1142,2,TA,5,Basment,1,384,0,28,64,0,2009,113500,1,N,0,1142
15600,Crawfor,1Fam,1.5Fin,5,7,1949,2005,248,N,986,537,1523,3,Fa,7,Attchd,1,295,0,0,81,0,2009,158000,3,Y,819,2342
8544,NAmes,Duplex,1Story,3,4,1950,1950,0,N,1040,0,1040,2,TA,6,Detchd,2,400,0,0,0,0,2009,92900,2,N,0,1040
8064,NAmes,1Fam,1.5Fin,6,5,1950,1950,174,N,765,368,1133,3,TA,5,Detchd,2,900,0,0,0,231,2009,128500,1,N,621,1754
7200,NAmes,Duplex,1Story,4,5,1949,1950,0,N,1040,0,1040,2,TA,6,Detchd,2,420,0,0,0,0,2009,90000,2,Y,0,1040
7200,NAmes,1Fam,1.5Fin,5,4,1950,1982,676,Y,1136,768,1904,3,TA,7,Attchd,1,240,0,0,168,0,2009,138000,3,Y,532,2436
7350,NAmes,1Fam,1Story,5,6,1958,1958,1041,Y,1041,0,1041,3,TA,6,Attchd,1,294,0,0,0,0,2009,128000,1,N,0,1041
7560,NAmes,1Fam,1Story,5,6,1958,1965,525,Y,1339,0,1339,3,TA,6,Attchd,1,294,0,0,0,0,2009,139000,1,Y,504,1843
10690,IDOTRR,1Fam,2Story,5,7,1920,1997,216,Y,672,672,1344,3,TA,6,Detchd,1,468,0,128,218,0,2009,147000,1,Y,456,1800
8000,NAmes,1Fam,SLvl,5,5,1959,1959,0,Y,1183,0,1183,3,TA,6,Attchd,1,288,0,0,0,0,2009,138000,2,N,528,1711
7931,NAmes,1Fam,1Story,5,5,1959,1959,0,Y,1148,0,1148,3,TA,6,Attchd,1,672,0,0,0,0,2009,132500,2,N,1148,2296
9360,Mitchel,1Fam,SFoyer,6,7,1977,1977,0,Y,1287,0,1287,2,TA,5,Attchd,2,541,302,39,0,120,2009,173000,3,N,957,2244
12518,Mitchel,1Fam,1Story,5,7,1968,1968,476,Y,1008,0,1008,3,Gd,6,Attchd,1,384,144,0,0,0,2009,139500,1,N,532,1540
7570,NAmes,1Fam,2Story,6,5,1964,1964,780,Y,993,813,1806,4,TA,8,Attchd,2,483,0,55,0,0,2009,144750,2,N,0,1806
10457,Mitchel,1Fam,2Story,5,7,1969,1969,0,Y,784,848,1632,4,TA,7,Attchd,2,898,0,173,368,0,2009,173000,2,N,784,2416
7936,NAmes,1Fam,1Story,6,6,1963,1963,219,Y,1045,0,1045,3,TA,6,Attchd,1,264,0,0,0,0,2009,127000,2,N,826,1871
6600,NAmes,1Fam,1Story,5,5,1962,1962,894,N,894,0,894,2,TA,5,Detchd,1,308,0,0,0,0,2009,109500,1,N,0,894
12925,NAmes,1Fam,1Story,6,7,1970,1970,340,Y,2117,0,2117,4,TA,7,Attchd,2,550,0,42,0,0,2008,237500,3,N,865,2982
10440,OldTown,1Fam,2Story,5,6,1910,1981,440,Y,682,548,1230,2,TA,5,Detchd,2,440,74,0,128,0,2009,110000,2,Y,0,1230
10825,NWAmes,1Fam,1Story,7,7,1983,1983,513,Y,1260,0,1260,3,TA,6,Attchd,2,598,152,0,0,0,2008,181900,3,N,747,2007
10307,OldTown,Duplex,2Story,6,5,1910,1950,339,N,972,972,1944,4,TA,12,Detchd,2,324,0,28,169,0,2009,103500,3,Y,633,2577
5720,OldTown,1Fam,1.5Fin,5,6,1941,1950,676,Y,676,455,1131,3,TA,5,Detchd,1,200,26,0,0,0,2009,66500,2,Y,0,1131
12227,NWAmes,1Fam,2Story,6,7,1977,1995,434,Y,1542,1330,2872,4,TA,11,Attchd,2,619,550,282,0,0,2008,272000,4,Y,896,3768
12511,NWAmes,1Fam,2Story,7,7,1978,1978,432,Y,1420,1420,2840,4,Gd,8,Attchd,4,1314,0,16,0,208,2008,292500,4,N,988,3828
6406,OldTown,1Fam,2Story,5,6,1939,1950,269,Y,868,690,1558,3,TA,7,Detchd,2,400,0,36,0,182,2009,150000,2,Y,421,1979
6600,OldTown,1Fam,2Story,5,4,1892,1965,994,N,1378,994,2372,4,TA,11,Attchd,1,432,0,287,0,0,2009,107500,2,Y,0,2372
7627,OldTown,2fmCon,2Story,4,6,1920,1950,600,N,1101,600,1701,4,Fa,8,0,0,0,0,0,148,0,2009,94550,2,Y,0,1701
7596,OldTown,Duplex,2Story,5,5,1952,1952,960,Y,960,1000,1960,4,TA,10,Detchd,2,400,0,0,0,0,2009,124500,2,N,0,1960
11929,NoRidge,1Fam,2Story,8,7,1995,1995,1242,Y,1251,1250,2501,4,Gd,9,Attchd,3,751,192,87,0,0,2008,290000,3,N,0,2501
10134,OldTown,1Fam,1.5Fin,5,5,1910,1950,801,N,801,646,1447,3,TA,6,0,0,0,80,0,244,0,2009,103000,1,Y,0,1447
6000,OldTown,2fmCon,1Story,4,4,1953,1953,936,N,936,0,936,2,TA,4,Detchd,2,576,0,32,112,0,2009,93000,1,N,0,936
11040,NWAmes,1Fam,1Story,6,7,1971,2004,602,Y,1258,0,1258,3,Gd,5,Attchd,2,528,55,0,0,0,2008,145000,3,Y,656,1914
6000,OldTown,2fmCon,1.5Fin,5,4,1954,1954,811,Y,811,576,1387,3,Gd,7,BuiltIn,1,256,0,0,0,0,2009,93000,2,N,0,1387
7404,OldTown,1Fam,1Story,4,6,1920,1950,861,Y,861,0,861,2,TA,5,Detchd,2,288,0,0,128,0,2009,80000,1,Y,0,861
5925,OldTown,1Fam,1Story,2,4,1940,1950,0,N,612,0,612,1,TA,4,Detchd,1,308,0,0,25,0,2009,45000,1,Y,0,612
5925,OldTown,1Fam,1.5Fin,3,6,1910,1950,600,N,600,368,968,2,TA,6,0,0,0,0,0,0,0,2009,37900,1,Y,0,968
15387,NWAmes,1Fam,1Story,7,7,1967,1967,723,Y,1620,0,1620,4,Gd,8,Attchd,2,578,0,62,192,0,2008,215000,2,N,897,2517
10800,NWAmes,1Fam,2Story,6,7,1974,1997,384,Y,1548,1066,2614,4,TA,9,Attchd,2,624,38,243,0,0,2008,240000,3,Y,1138,3752
4456,OldTown,2fmCon,2Story,4,5,1920,2008,736,Y,736,716,1452,2,TA,8,0,0,0,0,0,102,0,2009,113000,2,Y,0,1452
9600,OldTown,1Fam,2Story,4,4,1910,1950,677,Y,833,677,1510,3,Gd,7,Detchd,2,720,0,0,160,0,2009,87500,2,Y,0,1510
8125,NAmes,1Fam,1Story,5,7,1965,2005,196,Y,925,0,925,3,TA,5,Detchd,2,576,233,0,0,0,2008,135000,2,Y,716,1641
8100,OldTown,1Fam,2.5Unf,5,5,1898,1965,849,N,1075,1063,2138,2,TA,11,Detchd,2,360,40,156,0,0,2009,106000,2,Y,0,2138
8475,NAmes,1Fam,1Story,4,7,1956,1956,724,Y,952,0,952,2,TA,4,Detchd,1,283,0,0,0,0,2008,135750,1,N,228,1180
9020,NAmes,1Fam,SLvl,6,7,1966,1966,276,Y,1165,0,1165,3,TA,6,Attchd,2,490,0,129,0,0,2008,174900,3,N,851,2016
8250,NAmes,1Fam,1Story,6,7,1964,1964,305,Y,1092,0,1092,3,TA,6,Attchd,2,504,0,0,0,0,2008,145000,2,N,787,1879
10007,NAmes,1Fam,1Story,5,7,1959,2006,247,Y,1053,0,1053,3,Gd,5,Attchd,1,312,0,0,0,0,2008,145500,3,Y,806,1859
3300,OldTown,1Fam,1Story,4,3,1910,1950,624,Y,816,0,816,2,TA,5,0,0,0,0,33,0,0,2009,58500,1,Y,0,816
11332,NAmes,1Fam,1Story,5,7,1960,2000,590,Y,1118,0,1118,3,Gd,6,Attchd,1,264,290,0,0,0,2008,153000,2,Y,528,1646
7200,OldTown,1Fam,1Story,5,4,1910,2006,310,N,1022,0,1022,2,TA,4,Detchd,1,280,0,30,226,0,2009,85000,2,Y,712,1734
8820,OldTown,1Fam,1.5Fin,5,6,1890,1996,0,Y,1188,561,1869,2,TA,7,Detchd,2,456,48,0,244,0,2009,124900,1,Y,1088,2957
5400,OldTown,1Fam,1.5Fin,6,6,1920,1950,972,Y,1044,0,1480,3,TA,6,Detchd,1,207,0,0,176,0,2009,119000,1,Y,0,1480
4882,BrkSide,1Fam,2Story,4,7,1937,1950,228,Y,453,453,906,2,TA,5,Basment,1,231,0,0,0,0,2008,87000,1,Y,120,1026
7879,IDOTRR,1Fam,1Story,4,5,1920,1950,225,N,720,0,720,2,TA,4,0,0,0,0,523,115,0,2009,34900,1,Y,495,1215
9392,IDOTRR,1Fam,1Story,3,3,1900,1950,245,N,797,0,797,2,TA,5,0,0,0,0,36,94,0,2009,44000,1,Y,0,797
21384,BrkSide,1Fam,2Story,5,6,1923,2004,15,Y,1072,504,1576,3,Gd,6,Attchd,2,528,0,312,0,0,2009,223500,4,Y,1309,2885
6615,BrkSide,1Fam,1Story,6,6,1923,1950,1022,N,1432,0,1432,3,Gd,6,BuiltIn,1,216,266,61,0,0,2009,149000,1,Y,0,1432
14670,NAmes,1Fam,2Story,6,7,1966,1999,529,Y,1104,884,1988,4,Gd,9,Attchd,2,480,0,230,0,0,2008,227000,3,Y,575,2563
7390,NAmes,1Fam,1Story,5,7,1955,1955,196,Y,1098,0,1098,3,TA,6,Attchd,1,260,0,0,0,0,2008,135000,2,N,902,2000
8854,BrkSide,1Fam,1.5Unf,6,6,1916,1950,952,N,952,0,952,2,Fa,4,Detchd,1,192,0,98,0,40,2009,121000,1,Y,0,952
6000,BrkSide,1Fam,1.5Fin,4,6,1936,1950,0,Y,757,567,1324,3,TA,6,Detchd,1,240,0,0,0,0,2009,128000,1,Y,672,1996
7763,NAmes,1Fam,1Story,5,7,1962,1980,319,Y,1283,0,1283,3,TA,6,Detchd,2,506,0,0,0,0,2008,140000,2,Y,612,1895
9840,NAmes,1Fam,1Story,5,7,1959,1998,195,Y,1440,0,1440,2,Gd,7,Attchd,1,480,150,0,0,256,2008,185000,3,Y,1053,2493
6000,BrkSide,1Fam,1.5Fin,6,6,1939,1950,780,Y,825,587,1412,4,TA,6,Detchd,1,280,45,0,0,0,2009,132500,1,Y,0,1412
6000,BrkSide,1Fam,1.5Fin,5,5,1924,1950,248,Y,822,320,1142,3,TA,6,Attchd,1,320,0,0,98,0,2009,93000,1,Y,220,1362
9464,NAmes,1Fam,1Story,6,7,1958,1958,510,Y,1080,0,1080,3,TA,5,Attchd,1,288,0,0,0,130,2008,136000,1,N,570,1650
6911,BrkSide,1Fam,1Story,5,5,1924,1950,740,Y,1301,0,1301,2,Fa,5,Detchd,2,440,0,0,0,0,2009,100000,1,Y,405,1706
6120,BrkSide,1Fam,1.5Fin,5,6,1936,1950,927,Y,1067,472,1539,3,TA,5,Detchd,2,576,112,0,0,0,2009,141500,2,Y,0,1539
7350,NAmes,1Fam,1Story,5,7,1951,1951,100,Y,952,0,952,2,TA,4,Detchd,2,840,0,0,0,0,2008,139000,2,N,852,1804
6120,BrkSide,1Fam,1Story,2,3,1936,1950,264,N,800,0,800,1,Fa,4,0,0,0,0,0,0,0,2009,60000,1,Y,0,800
5400,OldTown,1Fam,1Story,4,7,1940,2005,672,Y,672,0,672,2,TA,4,Detchd,1,308,88,108,0,0,2008,86900,1,Y,0,672
6120,BrkSide,1Fam,1Story,5,6,1925,1999,960,Y,995,0,995,2,TA,5,Detchd,1,264,0,15,51,0,2009,115000,1,Y,0,995
6120,BrkSide,1Fam,1.5Fin,5,6,1938,1950,679,Y,994,588,1582,3,TA,6,Detchd,1,250,189,0,34,0,2009,150000,2,Y,273,1855
8635,BrkSide,1Fam,1Story,5,5,1925,1950,938,Y,1072,0,1072,2,TA,5,Detchd,5,1184,0,0,105,0,2009,126500,2,Y,134,1206
11888,BrkSide,1Fam,2.5Unf,6,6,1916,1994,844,N,1445,689,2134,5,Gd,10,Detchd,2,441,0,60,268,0,2009,214500,2,Y,0,2134
10800,OldTown,2fmCon,2Story,4,7,1900,2000,0,N,694,600,1294,3,TA,7,0,0,0,220,114,210,0,2008,106250,2,Y,0,1294
8094,OldTown,1Fam,2Story,6,6,1915,1950,1048,Y,1048,720,1768,3,TA,8,Detchd,2,576,0,0,150,0,2009,155000,2,Y,0,1768
11355,NAmes,1Fam,1Story,7,7,1958,2001,675,Y,1312,0,1312,3,TA,6,Attchd,2,495,0,304,144,0,2008,186000,2,Y,637,1949
27650,NAmes,1Fam,1Story,7,7,1960,2007,160,Y,2069,0,2069,4,Gd,9,Attchd,2,505,0,0,0,0,2008,242000,3,Y,425,2494
5520,OldTown,1Fam,2.5Fin,6,6,1912,1950,755,Y,929,929,2229,5,TA,8,0,0,0,0,198,30,0,2009,104000,1,Y,0,2229
3000,OldTown,Duplex,2Story,5,1,1922,1950,1040,N,1088,1040,2128,4,TA,11,0,0,0,0,56,0,0,2009,62500,2,Y,0,2128
6876,IDOTRR,1Fam,2Story,6,5,1927,1950,198,Y,1146,784,1930,4,TA,8,Attchd,1,316,0,0,213,0,2009,149000,3,Y,522,2452
6240,IDOTRR,1Fam,1.5Fin,4,5,1925,1950,628,Y,848,0,1208,2,TA,5,Detchd,2,539,0,23,112,0,2009,103000,1,Y,152,1360
8892,NAmes,1Fam,1Story,5,7,1953,1996,105,Y,910,0,910,3,Gd,5,Attchd,2,414,196,0,150,0,2008,116000,1,Y,0,910
5852,OldTown,2fmCon,2.5Unf,7,5,1902,2000,851,N,978,886,1864,6,TA,9,0,0,0,0,188,102,0,2009,97500,3,Y,169,2033
5160,IDOTRR,1Fam,1.5Fin,6,6,1927,1950,1204,Y,1204,462,1666,3,TA,4,Detchd,1,384,0,0,148,0,2009,135000,1,Y,0,1666
5160,IDOTRR,1Fam,SFoyer,4,6,1923,1950,46,Y,892,0,892,1,Gd,5,0,0,0,0,0,105,160,2009,70000,2,Y,812,1704
7200,NAmes,1Fam,1Story,5,7,1951,1951,444,Y,876,0,876,2,TA,5,Detchd,2,576,0,0,0,0,2008,94000,1,N,432,1308
6390,NAmes,1Fam,1.5Unf,6,7,1954,1954,936,Y,984,0,984,2,TA,4,Detchd,1,280,0,0,0,0,2008,112500,2,N,0,984
10800,Edwards,Duplex,1Story,5,5,1987,1988,0,Y,1200,0,1200,3,TA,5,0,0,0,120,0,0,0,2009,179000,6,Y,1200,2400
10800,Edwards,Duplex,1Story,5,5,1987,1988,0,Y,1200,0,1200,3,TA,5,0,0,0,120,0,0,0,2009,179000,6,Y,1200,2400
10547,Edwards,Duplex,SFoyer,5,5,1978,1978,0,Y,1152,0,1152,2,TA,6,Detchd,1,252,0,0,0,0,2009,159900,4,N,1152,2304
10020,Edwards,1Fam,1Story,1,1,1922,1950,333,N,904,0,904,1,Fa,4,0,0,0,0,0,0,0,2009,61000,2,Y,350,1254
6629,Edwards,1Fam,2Story,6,6,1925,1950,121,N,697,672,1369,3,TA,6,Detchd,1,300,147,0,0,0,2009,103600,3,Y,551,1920
9780,Edwards,1Fam,1.5Fin,5,3,1934,1950,585,N,687,425,1112,4,TA,6,Detchd,1,226,0,0,0,0,2009,63000,3,Y,0,1112
12886,Sawyer,1Fam,SLvl,5,6,1963,1999,76,Y,1464,0,1464,3,TA,6,Attchd,2,480,302,0,0,100,2009,175000,3,Y,444,1908
8816,Sawyer,1Fam,1Story,5,6,1963,1963,470,Y,1121,0,1121,3,TA,5,Detchd,2,480,0,80,0,0,2009,139000,2,N,651,1772
11184,Sawyer,1Fam,2Story,6,5,1978,1978,192,Y,918,765,1683,3,TA,7,Attchd,2,440,243,0,0,0,2009,172500,3,N,726,2409
11625,Sawyer,1Fam,1Story,5,6,1967,1967,525,Y,1052,0,1052,3,TA,6,Attchd,1,668,0,215,0,0,2009,113500,2,N,527,1579
7200,NAmes,1Fam,1Story,5,7,1954,1954,825,Y,825,0,825,2,TA,4,Attchd,1,350,0,0,0,0,2008,109500,2,N,0,825
8014,Sawyer,1Fam,SFoyer,6,5,1978,1978,0,Y,1034,0,1034,3,TA,5,Basment,2,504,0,0,0,0,2009,149900,2,N,456,1490
7252,Sawyer,1Fam,SFoyer,5,5,1982,1982,173,Y,858,0,858,2,TA,5,Detchd,2,576,120,0,0,0,2009,134900,2,N,685,1543
8740,Sawyer,1Fam,SFoyer,5,6,1982,1982,168,Y,860,0,860,2,TA,4,Detchd,2,528,0,0,0,0,2009,137000,2,N,672,1532
11616,Sawyer,1Fam,1Story,5,5,1962,1962,252,Y,1092,0,1092,3,TA,6,Attchd,1,288,0,20,144,0,2009,139000,2,N,840,1932
15400,Sawyer,1Fam,SLvl,5,5,1961,1961,552,Y,904,611,1774,4,TA,8,Attchd,1,384,290,40,0,0,2009,165000,2,N,0,1774
15312,Sawyer,1Fam,SLvl,6,5,1960,1960,550,Y,1138,0,1138,3,TA,6,Attchd,2,480,0,0,0,140,2009,148000,2,N,588,1726
15584,ClearCr,1Fam,SLvl,5,5,1956,1956,825,Y,2071,0,2071,4,TA,9,Attchd,1,336,131,28,0,0,2009,165000,3,N,0,2071
9000,Sawyer,1Fam,1Story,2,2,1947,1950,0,N,660,0,660,2,Fa,5,0,0,0,0,0,100,0,2009,63900,1,Y,0,660
11250,ClearCr,1Fam,1.5Fin,4,5,1957,1989,1104,Y,1104,684,1788,5,TA,8,Attchd,1,304,120,0,0,0,2009,161500,2,Y,0,1788
9184,OldTown,1Fam,1.5Fin,5,7,1948,2005,780,Y,948,375,1323,3,TA,6,Detchd,2,400,0,0,0,0,2008,122600,1,Y,0,1323
17140,Edwards,1Fam,1Story,4,6,1956,1956,75,Y,1229,0,1229,3,TA,6,Attchd,1,284,0,0,0,0,2009,135000,1,N,1059,2288
12342,Edwards,1Fam,1Story,4,5,1940,1950,599,Y,861,0,861,1,TA,4,Detchd,2,539,158,0,0,0,2009,82500,1,Y,262,1123
10708,ClearCr,1Fam,1Story,5,5,1955,1993,470,Y,1867,0,1867,2,TA,7,Attchd,1,303,476,0,0,142,2009,190000,2,Y,1147,3014
13680,Edwards,1Fam,1Story,3,5,1955,1955,0,Y,1733,0,1733,4,TA,8,Attchd,2,452,0,0,0,0,2009,139600,2,N,0,1733
15635,Edwards,1Fam,1Story,4,5,1954,1954,0,Y,1383,0,1383,2,TA,6,Attchd,2,498,0,0,90,110,2009,122000,1,N,0,1383
9855,Edwards,1Fam,1Story,6,5,1956,1956,1436,Y,1689,0,1689,3,TA,7,Attchd,2,480,0,0,0,0,2009,127500,1,N,0,1689
9571,Edwards,1Fam,1Story,5,5,1956,1956,816,Y,1073,0,1073,2,TA,5,Attchd,1,340,0,0,0,0,2009,121500,2,N,257,1330
9571,Edwards,1Fam,1Story,5,3,1958,1958,1276,Y,1276,0,1276,3,TA,5,Attchd,1,350,0,0,0,0,2009,60000,1,N,0,1276
10440,OldTown,1Fam,1.5Fin,6,7,1920,1950,1017,Y,1584,1208,2792,5,TA,8,Detchd,2,520,0,547,0,480,2008,256000,2,Y,493,3285
9340,Edwards,1Fam,1Story,4,6,1941,1950,328,Y,672,0,672,2,TA,4,Attchd,1,234,0,113,0,0,2009,113000,2,Y,344,1016
7440,Edwards,1Fam,1Story,5,6,1954,1954,916,Y,1089,0,1089,3,TA,5,Detchd,1,252,328,0,0,0,2009,125000,2,N,173,1262
11500,Edwards,1Fam,1Story,4,3,1957,1957,0,N,845,0,845,3,TA,5,Detchd,1,290,186,0,0,0,2009,84000,1,N,0,845
4235,Edwards,TwnhsE,1Story,5,5,1984,1984,104,Y,1049,0,1049,2,Gd,5,Attchd,1,266,0,105,0,0,2009,139500,3,N,945,1994
11409,Edwards,1Fam,1.5Fin,5,4,1949,2008,476,Y,1148,568,1716,3,TA,8,Attchd,1,281,0,0,0,160,2009,131000,2,Y,292,2008
9060,Edwards,1Fam,1.5Fin,6,5,1939,1950,356,Y,698,560,1258,2,TA,6,Detchd,1,280,0,0,0,0,2009,105000,1,Y,204,1462
9084,Edwards,1Fam,2Story,4,5,1940,1950,755,Y,755,755,1510,4,TA,7,Detchd,1,296,120,0,0,0,2009,108000,2,Y,0,1510
10778,SawyerW,1Fam,SLvl,7,6,1990,1991,308,Y,1061,0,1061,1,Gd,4,Attchd,2,462,114,36,0,0,2009,162000,3,Y,746,1807
19255,SawyerW,1Fam,SLvl,6,5,1983,1983,0,Y,1338,0,1338,2,Gd,5,Attchd,2,576,0,0,0,0,2009,156500,2,N,520,1858
6000,OldTown,1Fam,2.5Unf,6,7,1915,2005,728,Y,728,728,1456,4,Gd,7,Detchd,1,308,0,0,248,0,2008,139500,2,Y,0,1456
